190514	084059	323029	13.311703	0.127979	48.285811	0.127019	005	42.187404	260.746219	05.134190	57.120301	39.838389
0574	04	00.01181	00.00682	13.64	20.10
0674	01	00.29791	00.30291	01.55	00.73
0575	04	00.00000	00.00000	01.19	01.83
0575	02	05.67612	05.67612	09.85	08.84
0976	01	05.18777	05.18277	01.04	01.56
0573	04	01.17581	01.17581	314.46	316.18
0474	04	00.48092	00.48092	02.51	03.31
0473	04	01.54327	01.54327	04.85	09.90
0000	00	00.00000	00.00000	00.00	00.00
0000	00	00.00000	00.00000	00.00	00.00
0000	00	00.00000	00.00000	00.00	00.00
