190514	084059	323029	13.281755	0.130213	48.321100	0.132069	005	43.127928	261.100595	03.405233	57.120301	33.127208	123854.09	64182.17	1.112	0.087
0574	04	00.01181	00.00682	13.64	20.10	01.13	33.54	-0.04
0674	01	00.29791	00.30291	01.55	00.73	02.84	33.58	-0.04
0575	04	00.00000	00.00000	01.19	01.83	01.13	35.27	-0.03
0575	02	05.67612	05.67612	09.85	08.84	01.13	35.27	-0.03
0976	01	05.18777	05.18277	01.04	01.56	07.99	37.16	-0.09
0573	04	01.17581	01.17581	314.46	316.18	01.13	31.81	-0.04
0474	04	00.48092	00.48092	02.51	03.31	-0.59	33.51	-0.01
0473	04	01.54327	01.54327	04.85	09.90	-0.52	31.76	-0.03
0000	00	00.00000	00.00000	00.00	00.00	00.00	00.00	00.00
0000	00	00.00000	00.00000	00.00	00.00	00.00	00.00	00.00
0000	00	00.00000	00.00000	00.00	00.00	00.00	00.00	00.00
